quality_grade,observed_on_details.month,observed_on_details.year,taxon.name,taxon.observations_count,user.observations_count,Atlanta,Size_mm,Bright_Colors,Contrasting_markings,Diurnal,Unique_Morphology,Web_Decoration,Web_Size (rough),Seasonal_Peak,Polymorphic
1,11,2022,Trichonephila clavata,6803,161,Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,11,2022,Trichonephila clavipes,27897,107,Not Atlanta,28.25,yes,yes,yes,yes,no,large,Fall,no
0,11,2022,Eriophora ravilla,3943,154,Not Atlanta,18,yes,yes,no,no,no,large,Summer,yes
1,11,2022,Trichonephila clavata,6803,6,Not Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
0,11,2022,Trichonephila clavata,6803,3,Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
0,11,2022,Neoscona crucifera,24246,1,Atlanta,14.3,yes,no,no,no,no,large,Fall,no
1,11,2022,Neoscona crucifera,24246,2,Not Atlanta,14.3,yes,no,no,no,no,large,Fall,no
1,11,2022,Araneus marmoreus,12332,687,Not Atlanta,13.5,yes,yes,yes,no,no,medium,Fall,yes
1,11,2022,Trichonephila clavata,6803,32,Not Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,11,2022,Araneus marmoreus,12332,73,Not Atlanta,13.5,yes,yes,yes,no,no,medium,Fall,yes
1,11,2022,Trichonephila clavipes,27897,1160,Not Atlanta,28.25,yes,yes,yes,yes,no,large,Fall,no
1,11,2022,Trichonephila clavata,6803,78,Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,11,2022,Trichonephila clavata,6803,781,Not Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,11,2022,Gasteracantha cancriformis,24494,57,Not Atlanta,8.13,yes,yes,yes,yes,yes,large,Fall,no
1,11,2022,Argiope trifasciata,18013,10,Not Atlanta,20,yes,yes,yes,no,yes,large,Fall,no
1,11,2022,Argiope trifasciata,18013,3,Not Atlanta,20,yes,yes,yes,no,yes,large,Fall,no
1,11,2022,Trichonephila clavipes,27897,2192,Not Atlanta,28.25,yes,yes,yes,yes,no,large,Fall,no
1,11,2022,Araneus marmoreus,12332,714,Atlanta,13.5,yes,yes,yes,no,no,medium,Fall,yes
0,11,2022,Neoscona crucifera,24246,50,Not Atlanta,14.3,yes,no,no,no,no,large,Fall,no
0,11,2022,Larinioides cornutus,10284,49,Not Atlanta,10.25,no,no,no,no,no,medium,Summer,no
1,11,2022,Neoscona domiciliorum,3944,191,Not Atlanta,11.6,no,yes,no,no,no,large,Fall,yes
0,11,2022,Neoscona crucifera,24246,110,Atlanta,14.3,yes,no,no,no,no,large,Fall,no
1,11,2022,Trichonephila clavata,6803,7857,Not Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,11,2022,Gasteracantha cancriformis,24494,7857,Not Atlanta,8.13,yes,yes,yes,yes,yes,large,Fall,no
1,11,2022,Verrucosa arenata,7235,7857,Not Atlanta,7.83,yes,yes,yes,yes,no,medium,Fall,no
1,11,2022,Trichonephila clavata,6803,13,Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
0,11,2022,Neoscona crucifera,24246,401,Atlanta,14.3,yes,no,no,no,no,large,Fall,no
0,11,2022,Trichonephila clavata,6803,3,Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,11,2022,Trichonephila clavata,6803,637,Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,11,2022,Trichonephila clavata,6803,1,Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,11,2022,Trichonephila clavata,6803,18,Not Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,11,2022,Trichonephila clavata,6803,15,Not Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,11,2022,Trichonephila clavata,6803,18,Not Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,11,2022,Trichonephila clavata,6803,18,Not Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,11,2022,Trichonephila clavata,6803,2,Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,11,2022,Trichonephila clavata,6803,371,Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
0,11,2022,Neoscona crucifera,24246,4381,Not Atlanta,14.3,yes,no,no,no,no,large,Fall,no
1,11,2022,Araneus marmoreus,12332,1076,Not Atlanta,13.5,yes,yes,yes,no,no,medium,Fall,yes
0,11,2022,Neoscona crucifera,24246,10,Not Atlanta,14.3,yes,no,no,no,no,large,Fall,no
1,11,2022,Araneus marmoreus,12332,52,Not Atlanta,13.5,yes,yes,yes,no,no,medium,Fall,yes
0,11,2022,Neoscona domiciliorum,3944,13549,Atlanta,11.6,no,yes,no,no,no,large,Fall,yes
1,11,2022,Trichonephila clavata,6803,177,Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,11,2022,Araneus marmoreus,12332,127,Not Atlanta,13.5,yes,yes,yes,no,no,medium,Fall,yes
1,11,2022,Araneus marmoreus,12332,95,Not Atlanta,13.5,yes,yes,yes,no,no,medium,Fall,yes
0,11,2022,Neoscona crucifera,24246,956,Not Atlanta,14.3,yes,no,no,no,no,large,Fall,no
1,11,2022,Araneus marmoreus,12332,167,Not Atlanta,13.5,yes,yes,yes,no,no,medium,Fall,yes
1,11,2022,Trichonephila clavata,6803,992,Not Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,11,2022,Trichonephila clavata,6803,6889,Not Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,10,2022,Trichonephila clavata,6803,232,Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,10,2022,Trichonephila clavata,6803,1445,Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,10,2022,Verrucosa arenata,7235,1160,Not Atlanta,7.83,yes,yes,yes,yes,no,medium,Fall,no
1,10,2022,Trichonephila clavata,6803,619,Not Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,10,2022,Araneus marmoreus,12332,619,Not Atlanta,13.5,yes,yes,yes,no,no,medium,Fall,yes
1,10,2022,Trichonephila clavipes,27897,10,Atlanta,28.25,yes,yes,yes,yes,no,large,Fall,no
1,10,2022,Argiope trifasciata,18013,110,Not Atlanta,20,yes,yes,yes,no,yes,large,Fall,no
1,10,2022,Neoscona crucifera,24246,302,Not Atlanta,14.3,yes,no,no,no,no,large,Fall,no
0,10,2022,Neoscona domiciliorum,3944,69,Atlanta,11.6,no,yes,no,no,no,large,Fall,yes
1,10,2022,Araneus marmoreus,12332,270,Not Atlanta,13.5,yes,yes,yes,no,no,medium,Fall,yes
1,10,2022,Verrucosa arenata,7235,28,Not Atlanta,7.83,yes,yes,yes,yes,no,medium,Fall,no
1,10,2022,Verrucosa arenata,7235,28,Not Atlanta,7.83,yes,yes,yes,yes,no,medium,Fall,no
1,10,2022,Neoscona domiciliorum,3944,371,Atlanta,11.6,no,yes,no,no,no,large,Fall,yes
1,10,2022,Araneus marmoreus,12332,73,Not Atlanta,13.5,yes,yes,yes,no,no,medium,Fall,yes
1,10,2022,Trichonephila clavata,6803,63,Not Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,10,2022,Argiope aurantia,52594,64,Not Atlanta,23.75,yes,yes,yes,no,yes,large,Fall,no
1,10,2022,Araniella displicata,4468,13817,Not Atlanta,6,yes,yes,yes,no,no,small,Summer,yes
1,10,2022,Argiope aurantia,52594,399,Not Atlanta,23.75,yes,yes,yes,no,yes,large,Fall,no
1,10,2022,Araneus marmoreus,12332,115,Not Atlanta,13.5,yes,yes,yes,no,no,medium,Fall,yes
0,10,2022,Neoscona crucifera,24246,23,Atlanta,14.3,yes,no,no,no,no,large,Fall,no
1,10,2022,Gasteracantha cancriformis,24494,5505,Not Atlanta,8.13,yes,yes,yes,yes,yes,large,Fall,no
1,10,2022,Trichonephila clavata,6803,42,Not Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,10,2022,Trichonephila clavata,6803,213,Not Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,10,2022,Trichonephila clavata,6803,30,Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,10,2022,Araneus marmoreus,12332,11541,Not Atlanta,13.5,yes,yes,yes,no,no,medium,Fall,yes
1,10,2022,Neoscona domiciliorum,3944,11541,Not Atlanta,11.6,no,yes,no,no,no,large,Fall,yes
1,10,2022,Verrucosa arenata,7235,12250,Not Atlanta,7.83,yes,yes,yes,yes,no,medium,Fall,no
1,10,2022,Trichonephila clavata,6803,1445,Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,10,2022,Trichonephila clavata,6803,2,Not Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
0,10,2022,Neoscona arabesca,6968,3348,Not Atlanta,7.48,yes,no,no,no,no,medium,Summer,no
1,10,2022,Trichonephila clavata,6803,20,Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,10,2022,Trichonephila clavata,6803,401,Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
0,10,2022,Neoscona crucifera,24246,102,Not Atlanta,14.3,yes,no,no,no,no,large,Fall,no
1,10,2022,Trichonephila clavipes,27897,6,Not Atlanta,28.25,yes,yes,yes,yes,no,large,Fall,no
1,10,2022,Trichonephila clavata,6803,46,Not Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,10,2022,Trichonephila clavata,6803,1445,Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,10,2022,Araneus marmoreus,12332,17829,Not Atlanta,13.5,yes,yes,yes,no,no,medium,Fall,yes
1,10,2022,Trichonephila clavata,6803,23,Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
0,10,2022,Neoscona crucifera,24246,89,Not Atlanta,14.3,yes,no,no,no,no,large,Fall,no
1,10,2022,Araneus marmoreus,12332,4381,Not Atlanta,13.5,yes,yes,yes,no,no,medium,Fall,yes
1,10,2022,Mangora placida,1848,637,Atlanta,3.45,yes,yes,yes,no,no,small,Summer,no
0,10,2022,Larinioides sclopetarius,7880,15,Not Atlanta,11,no,no,no,no,no,medium,Summer,no
1,10,2022,Neoscona domiciliorum,3944,191,Not Atlanta,11.6,no,yes,no,no,no,large,Fall,yes
1,10,2022,Trichonephila clavipes,27897,1270,Not Atlanta,28.25,yes,yes,yes,yes,no,large,Fall,no
1,10,2022,Trichonephila clavata,6803,7,Not Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,10,2022,Trichonephila clavata,6803,4,Not Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,10,2022,Trichonephila clavata,6803,3,Not Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,10,2022,Trichonephila clavata,6803,3,Not Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,10,2022,Trichonephila clavata,6803,4,Not Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,10,2022,Trichonephila clavata,6803,4,Not Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,10,2022,Trichonephila clavata,6803,6,Not Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,10,2022,Trichonephila clavata,6803,398,Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,10,2022,Trichonephila clavata,6803,9,Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,10,2022,Trichonephila clavata,6803,22,Not Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,10,2022,Trichonephila clavata,6803,8,Not Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
0,10,2022,Neoscona crucifera,24246,107,Not Atlanta,14.3,yes,no,no,no,no,large,Fall,no
0,10,2022,Neoscona crucifera,24246,172,Not Atlanta,14.3,yes,no,no,no,no,large,Fall,no
1,10,2022,Trichonephila clavata,6803,4,Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,10,2022,Araneus marmoreus,12332,285,Not Atlanta,13.5,yes,yes,yes,no,no,medium,Fall,yes
1,10,2022,Araneus marmoreus,12332,31,Not Atlanta,13.5,yes,yes,yes,no,no,medium,Fall,yes
1,10,2022,Neoscona arabesca,6968,637,Not Atlanta,7.48,yes,no,no,no,no,medium,Summer,no
1,10,2022,Trichonephila clavata,6803,1,Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,10,2022,Trichonephila clavata,6803,637,Not Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,10,2022,Trichonephila clavata,6803,637,Not Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,10,2022,Trichonephila clavata,6803,182,Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,10,2022,Trichonephila clavata,6803,4,Not Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,10,2022,Neoscona domiciliorum,3944,200,Not Atlanta,11.6,no,yes,no,no,no,large,Fall,yes
1,10,2022,Verrucosa arenata,7235,58,Atlanta,7.83,yes,yes,yes,yes,no,medium,Fall,no
1,10,2022,Trichonephila clavata,6803,26,Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,10,2022,Gasteracantha cancriformis,24494,45,Not Atlanta,8.13,yes,yes,yes,yes,yes,large,Fall,no
0,10,2022,Neoscona crucifera,24246,112,Not Atlanta,14.3,yes,no,no,no,no,large,Fall,no
1,10,2022,Argiope aurantia,52594,277,Not Atlanta,23.75,yes,yes,yes,no,yes,large,Fall,no
1,10,2022,Argiope aurantia,52594,20,Not Atlanta,23.75,yes,yes,yes,no,yes,large,Fall,no
0,10,2022,Neoscona crucifera,24246,22,Not Atlanta,14.3,yes,no,no,no,no,large,Fall,no
1,10,2022,Trichonephila clavata,6803,117,Not Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,10,2022,Trichonephila clavata,6803,117,Not Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,10,2022,Trichonephila clavata,6803,6889,Not Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,10,2022,Trichonephila clavata,6803,6889,Not Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,10,2022,Trichonephila clavata,6803,2049,Not Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,10,2022,Cyclosa turbinata,1607,13817,Not Atlanta,4.25,no,no,yes,yes,yes,small,Fall,no
1,10,2022,Trichonephila clavata,6803,2638,Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,10,2022,Gasteracantha cancriformis,24494,392,Not Atlanta,8.13,yes,yes,yes,yes,yes,large,Fall,no
1,10,2022,Neoscona domiciliorum,3944,392,Not Atlanta,11.6,no,yes,no,no,no,large,Fall,yes
1,10,2022,Araneus marmoreus,12332,229,Atlanta,13.5,yes,yes,yes,no,no,medium,Fall,yes
1,10,2022,Trichonephila clavipes,27897,744,Not Atlanta,28.25,yes,yes,yes,yes,no,large,Fall,no
1,10,2022,Neoscona domiciliorum,3944,392,Not Atlanta,11.6,no,yes,no,no,no,large,Fall,yes
1,10,2022,Trichonephila clavata,6803,83,Not Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
0,10,2022,Neoscona crucifera,24246,1076,Atlanta,14.3,yes,no,no,no,no,large,Fall,no
0,10,2022,Neoscona crucifera,24246,1076,Not Atlanta,14.3,yes,no,no,no,no,large,Fall,no
1,10,2022,Trichonephila clavata,6803,1,Not Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,10,2022,Gasteracantha cancriformis,24494,222,Not Atlanta,8.13,yes,yes,yes,yes,yes,large,Fall,no
1,10,2022,Gasteracantha cancriformis,24494,51,Not Atlanta,8.13,yes,yes,yes,yes,yes,large,Fall,no
1,10,2022,Trichonephila clavata,6803,13,Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,10,2022,Neoscona domiciliorum,3944,2911,Atlanta,11.6,no,yes,no,no,no,large,Fall,yes
1,10,2022,Trichonephila clavata,6803,2911,Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,10,2022,Trichonephila clavata,6803,2911,Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,10,2022,Trichonephila clavata,6803,6889,Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,10,2022,Trichonephila clavata,6803,6889,Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,10,2022,Argiope trifasciata,18013,12250,Not Atlanta,20,yes,yes,yes,no,yes,large,Fall,no
1,10,2022,Trichonephila clavata,6803,3031,Not Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,10,2022,Trichonephila clavipes,27897,20,Atlanta,28.25,yes,yes,yes,yes,no,large,Fall,no
1,10,2022,Araneus marmoreus,12332,475,Atlanta,13.5,yes,yes,yes,no,no,medium,Fall,yes
1,10,2022,Trichonephila clavata,6803,1445,Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,10,2022,Trichonephila clavata,6803,627,Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,10,2022,Trichonephila clavata,6803,627,Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,10,2022,Gasteracantha cancriformis,24494,20,Not Atlanta,8.13,yes,yes,yes,yes,yes,large,Fall,no
1,10,2022,Trichonephila clavata,6803,84,Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,10,2022,Micrathena mitrata,1855,11541,Not Atlanta,6.18,yes,yes,yes,yes,no,medium,Fall,no
1,10,2022,Trichonephila clavata,6803,40,Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,10,2022,Trichonephila clavata,6803,370,Not Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,10,2022,Trichonephila clavata,6803,36,Not Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,10,2022,Trichonephila clavipes,27897,613,Not Atlanta,28.25,yes,yes,yes,yes,no,large,Fall,no
1,10,2022,Trichonephila clavata,6803,1107,Not Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,10,2022,Trichonephila clavipes,27897,29,Not Atlanta,28.25,yes,yes,yes,yes,no,large,Fall,no
1,10,2022,Trichonephila clavata,6803,370,Not Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,10,2022,Trichonephila clavata,6803,208,Not Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,10,2022,Trichonephila clavata,6803,3,Not Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
0,10,2022,Neoscona crucifera,24246,183,Not Atlanta,14.3,yes,no,no,no,no,large,Fall,no
0,10,2022,Neoscona crucifera,24246,474,Atlanta,14.3,yes,no,no,no,no,large,Fall,no
1,10,2022,Micrathena gracilis,10523,236,Not Atlanta,8.88,yes,yes,yes,yes,no,medium,Fall,no
1,10,2022,Trichonephila clavata,6803,145,Not Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,10,2022,Trichonephila clavata,6803,57,Not Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,10,2022,Neoscona crucifera,24246,10273,Atlanta,14.3,yes,no,no,no,no,large,Fall,no
1,10,2022,Trichonephila clavata,6803,125,Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,10,2022,Trichonephila clavata,6803,2638,Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,10,2022,Araneus marmoreus,12332,33,Not Atlanta,13.5,yes,yes,yes,no,no,medium,Fall,yes
1,10,2022,Trichonephila clavata,6803,10,Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,10,2022,Trichonephila clavata,6803,2,Not Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,10,2022,Trichonephila clavata,6803,2,Not Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
0,10,2022,Trichonephila clavata,6803,22,Not Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,10,2022,Trichonephila clavata,6803,418,Not Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,10,2022,Trichonephila clavata,6803,44,Not Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,10,2022,Trichonephila clavata,6803,2638,Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,10,2022,Trichonephila clavata,6803,2638,Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,10,2022,Trichonephila clavipes,27897,17,Not Atlanta,28.25,yes,yes,yes,yes,no,large,Fall,no
1,10,2022,Trichonephila clavata,6803,50,Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,10,2022,Trichonephila clavata,6803,145,Not Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,10,2022,Trichonephila clavata,6803,64,Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,10,2022,Gasteracantha cancriformis,24494,20,Not Atlanta,8.13,yes,yes,yes,yes,yes,large,Fall,no
1,10,2022,Araneus marmoreus,12332,1,Atlanta,13.5,yes,yes,yes,no,no,medium,Fall,yes
1,10,2022,Araneus marmoreus,12332,70,Atlanta,13.5,yes,yes,yes,no,no,medium,Fall,yes
1,10,2022,Araneus marmoreus,12332,10,Not Atlanta,13.5,yes,yes,yes,no,no,medium,Fall,yes
0,10,2022,Larinioides cornutus,10284,406,Not Atlanta,10.25,no,no,no,no,no,medium,Summer,no
1,10,2022,Trichonephila clavata,6803,1733,Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,10,2022,Trichonephila clavata,6803,4470,Not Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,10,2022,Trichonephila clavata,6803,1445,Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,10,2022,Trichonephila clavata,6803,38,Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,10,2022,Araneus marmoreus,12332,30025,Not Atlanta,13.5,yes,yes,yes,no,no,medium,Fall,yes
1,10,2022,Araneus marmoreus,12332,77,Not Atlanta,13.5,yes,yes,yes,no,no,medium,Fall,yes
1,10,2022,Micrathena sagittata,3882,172,Not Atlanta,7.75,yes,yes,yes,yes,no,medium,Fall,no
1,10,2022,Trichonephila clavata,6803,20,Not Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,10,2022,Neoscona domiciliorum,3944,3348,Not Atlanta,11.6,no,yes,no,no,no,large,Fall,yes
1,10,2022,Trichonephila clavata,6803,6889,Not Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,10,2022,Mecynogea lemniscata,2660,1445,Atlanta,7.5,yes,yes,yes,no,yes,medium,Summer,no
1,10,2022,Trichonephila clavata,6803,436,Not Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,10,2022,Trichonephila clavata,6803,5,Not Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,10,2022,Trichonephila clavata,6803,5,Not Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,10,2022,Trichonephila clavata,6803,5,Not Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,10,2022,Trichonephila clavata,6803,5,Not Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,10,2022,Araneus marmoreus,12332,103,Not Atlanta,13.5,yes,yes,yes,no,no,medium,Fall,yes
1,10,2022,Trichonephila clavata,6803,913,Not Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,10,2022,Trichonephila clavipes,27897,29,Not Atlanta,28.25,yes,yes,yes,yes,no,large,Fall,no
1,10,2022,Trichonephila clavipes,27897,418,Not Atlanta,28.25,yes,yes,yes,yes,no,large,Fall,no
1,10,2022,Gasteracantha cancriformis,24494,1539,Not Atlanta,8.13,yes,yes,yes,yes,yes,large,Fall,no
1,10,2022,Argiope trifasciata,18013,248,Atlanta,20,yes,yes,yes,no,yes,large,Fall,no
1,10,2022,Trichonephila clavata,6803,20,Not Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,10,2022,Argiope aurantia,52594,250,Atlanta,23.75,yes,yes,yes,no,yes,large,Fall,no
1,10,2022,Trichonephila clavata,6803,96,Not Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,10,2022,Trichonephila clavata,6803,3,Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,10,2022,Trichonephila clavata,6803,2,Not Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,10,2022,Trichonephila clavata,6803,869,Not Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,10,2022,Argiope trifasciata,18013,21830,Not Atlanta,20,yes,yes,yes,no,yes,large,Fall,no
1,10,2022,Trichonephila clavata,6803,41,Not Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,10,2022,Trichonephila clavata,6803,14,Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,10,2022,Trichonephila clavata,6803,119,Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,10,2022,Trichonephila clavata,6803,119,Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,10,2022,Trichonephila clavata,6803,119,Not Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,10,2022,Trichonephila clavata,6803,16,Not Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,10,2022,Trichonephila clavata,6803,376,Not Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,10,2022,Araneus marmoreus,12332,199,Not Atlanta,13.5,yes,yes,yes,no,no,medium,Fall,yes
1,10,2022,Trichonephila clavata,6803,2900,Not Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,10,2022,Gasteracantha cancriformis,24494,32,Not Atlanta,8.13,yes,yes,yes,yes,yes,large,Fall,no
1,10,2022,Micrathena mitrata,1855,89,Not Atlanta,6.18,yes,yes,yes,yes,no,medium,Fall,no
1,10,2022,Argiope trifasciata,18013,653,Not Atlanta,20,yes,yes,yes,no,yes,large,Fall,no
1,10,2022,Gasteracantha cancriformis,24494,5,Not Atlanta,8.13,yes,yes,yes,yes,yes,large,Fall,no
1,10,2022,Trichonephila clavata,6803,1707,Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,10,2022,Trichonephila clavata,6803,3,Not Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,10,2022,Trichonephila clavata,6803,3,Not Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,10,2022,Trichonephila clavata,6803,48,Not Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,10,2022,Verrucosa arenata,7235,1107,Not Atlanta,7.83,yes,yes,yes,yes,no,medium,Fall,no
1,10,2022,Araneus marmoreus,12332,314,Not Atlanta,13.5,yes,yes,yes,no,no,medium,Fall,yes
1,10,2022,Araneus marmoreus,12332,73,Not Atlanta,13.5,yes,yes,yes,no,no,medium,Fall,yes
1,10,2022,Trichonephila clavata,6803,483,Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,10,2022,Trichonephila clavata,6803,17,Not Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,10,2022,Trichonephila clavata,6803,17,Not Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,10,2022,Trichonephila clavata,6803,41,Not Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
0,10,2022,Trichonephila clavata,6803,4,Not Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
0,10,2022,Acanthepeira stellata,1600,341,Not Atlanta,11.5,no,no,no,yes,no,medium,Summer,no
1,10,2022,Trichonephila clavata,6803,122,Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,10,2022,Mecynogea lemniscata,2660,6889,Atlanta,7.5,yes,yes,yes,no,yes,medium,Summer,no
0,10,2022,Neoscona crucifera,24246,39,Not Atlanta,14.3,yes,no,no,no,no,large,Fall,no
0,10,2022,Neoscona crucifera,24246,598,Not Atlanta,14.3,yes,no,no,no,no,large,Fall,no
1,10,2022,Neoscona arabesca,6968,10273,Atlanta,7.48,yes,no,no,no,no,medium,Summer,no
